camp	lang	syst	human	bleu	bleu_lc	bleu_eff_order	bleu_eff_order_lc	macro_1gF1	macro_1gF1_lc	micro_1gF1	micro_1gF1_lc	macro_1gF_2gP	micro_1gF_2gP	macro_1gF_3gP	micro_1gF_3gP	macro_1gF_4gP	macro_1gF_4gP_lc	micro_1gF_4gP	micro_1gF_4gP_lc	macro_1gF_5gP	micro_1gF_5gP
wmt18	et-en	neurotolge.ee.5398	-0.117	20.037	20.856	20.037	20.856	28.676	29.783	48.813	50.578	26.389	45.773	24.952	44.273	23.939	24.799	43.195	44.319	23.226	42.397
wmt18	et-en	online-G.0	-0.341	16.183	17.351	16.183	17.351	27.501	29.864	47.436	50.02	24.538	43.534	23.046	42.198	22.093	23.847	41.327	42.964	21.435	40.7
wmt18	et-en	UnsupTartu.5722	-0.95	0.962	1.018	0.962	1.018	8.03	9.242	24.835	27.227	7.555	25.373	7.52	26.46	7.532	8.54	27.189	28.998	7.553	27.721
wmt18	en-et	tilde-nc-nmt.5449	0.549	24.35	24.878	24.35	24.878	28.097	29.073	47.062	48.467	25.175	42.268	23.458	40.006	22.262	22.981	38.463	39.505	21.399	37.343
wmt18	en-et	NICT.5500	0.453	25.156	25.767	25.156	25.767	27.83	28.821	47.046	48.48	24.97	42.305	23.286	40.05	22.111	22.849	38.512	39.608	21.249	37.386
wmt18	en-et	tilde-c-nmt.5565	0.427	23.544	24.079	23.544	24.079	26.834	27.735	46.19	47.571	23.988	41.492	22.369	39.344	21.262	21.946	37.903	38.951	20.458	36.85
wmt18	en-et	M4t1ss.5723	0.418	23.573	24.146	23.573	24.146	26.69	27.56	46.239	47.634	23.887	41.573	22.255	39.414	21.135	21.775	37.963	38.996	20.323	36.907
wmt18	en-et	Aalto.5551	0.34	20.659	21.165	20.659	21.165	24.766	25.713	42.902	44.283	22.076	38.563	20.568	36.649	19.545	20.256	35.371	36.394	18.819	34.45
wmt18	en-et	HY-NMT-en-et.5469	0.329	21.811	22.404	21.811	22.404	24.364	25.092	43.726	44.997	21.837	39.438	20.363	37.487	19.348	19.94	36.171	37.204	18.625	35.224
wmt18	en-et	uedin.5563	0.295	22.718	23.419	22.718	23.419	25.142	25.983	44.545	45.939	22.513	39.977	20.997	37.907	19.964	20.618	36.527	37.591	19.214	35.522
wmt18	en-et	CUNI-Kocmi.5616	0.216	20.225	20.6	20.225	20.6	22.462	23.11	41.729	42.893	20.096	37.667	18.753	35.873	17.855	18.378	34.703	35.666	17.219	33.869
wmt18	en-et	talp-upc.5422	0.181	18.888	19.39	18.888	19.39	22.034	22.869	41.273	42.656	19.544	36.888	18.204	35.061	17.327	17.949	33.9	34.953	16.714	33.087
wmt18	en-et	online-B.0	0.097	18.706	19.106	18.706	19.106	21.197	21.83	40.378	41.524	18.865	36.287	17.574	34.527	16.733	17.226	33.401	34.314	16.151	32.614
wmt18	en-et	neurotolge.ee.5399	-0.132	15.534	16.223	15.534	16.223	18.596	19.103	37.088	38.285	16.601	33.519	15.495	32.003	14.778	15.174	31.042	31.966	14.287	30.38
wmt18	en-et	online-A.0	-0.195	13.549	14.61	13.549	14.61	17.657	18.724	36.229	37.973	15.421	32.283	14.356	30.856	13.708	14.482	30.039	31.297	13.271	29.495
wmt18	en-et	online-G.0	-0.406	12.269	12.833	12.269	12.833	16.282	17.225	34.293	35.796	14.25	30.42	13.254	29.001	12.639	13.343	28.175	29.316	12.223	27.615
wmt18	en-et	parfda.5779	-0.52	12.872	13.234	12.872	13.234	16.689	17.413	34.946	36.302	14.657	31.273	13.66	29.99	13.047	13.556	29.24	30.251	12.638	28.743
wmt18	en-tr	online-B.0	0.277	18.541	19.214	18.541	19.214	24.763	25.211	41.803	43.122	22.336	38.791	20.817	37.237	19.798	20.209	36.194	37.372	19.086	35.462
wmt18	en-tr	uedin.5644	0.222	19.51	20.283	19.51	20.283	24.929	25.627	42.77	44.27	22.424	39.474	20.896	37.76	19.858	20.439	36.576	37.831	19.11	35.717
wmt18	en-tr	alibaba-ensemble-model.5732	0.216	19.99	20.673	19.99	20.673	24.427	25.22	42.175	43.751	22.058	39.074	20.572	37.357	19.55	20.178	36.136	37.435	18.807	35.232
wmt18	en-tr	NICT.5695	0.128	19.184	20.055	19.184	20.055	24.344	25.061	41.911	43.409	21.946	38.781	20.457	37.105	19.445	20.066	35.935	37.208	18.715	35.079
wmt18	en-tr	alibaba-ensemble-model.5744	0.111	19.977	20.739	19.977	20.739	24.349	25.289	42.044	43.732	21.975	38.941	20.49	37.223	19.476	20.217	36.004	37.372	18.737	35.099
wmt18	en-tr	online-G.0	0.058	14.739	16.662	14.739	16.662	20.819	22.93	37.403	40.246	18.579	34.463	17.352	33.133	16.555	18.177	32.229	34.429	16.025	31.577
wmt18	en-tr	RWTH.5632	-0.06	17.203	18.302	17.203	18.302	22.282	23.006	40.057	41.66	19.941	36.84	18.574	35.309	17.67	18.291	34.281	35.642	17.038	33.547
wmt18	en-tr	online-A.0	-0.254	11.248	13.247	11.248	13.247	16.124	18.419	33.44	36.612	14.266	30.359	13.326	29.16	12.747	14.396	28.482	30.795	12.374	28.047
wmt18	de-en	RWTH.5636	0.413	48.393	49.868	48.393	49.868	53.326	55.347	71.224	72.959	50.29	66.365	47.979	63.559	46.057	47.749	61.348	62.654	44.465	59.547
wmt18	de-en	UCAM.5690	0.395	47.958	49.27	47.958	49.27	53.174	55.129	71.262	72.938	50.043	66.271	47.69	63.483	45.77	47.421	61.323	62.556	44.188	59.567
wmt18	de-en	NTT.5666	0.359	46.842	48.182	46.842	48.182	51.459	53.258	70.165	71.846	48.419	65.181	46.124	62.371	44.244	45.792	60.199	61.453	42.697	58.444
wmt18	de-en	online-B.0	0.346	43.927	45.17	43.927	45.17	50.649	52.483	69.022	70.743	47.397	64.034	45.057	61.335	43.177	44.682	59.271	60.487	41.657	57.618
wmt18	de-en	MLLP-UPV.5554	0.321	45.129	46.426	45.129	46.426	49.766	51.616	69.314	71.007	46.745	64.36	44.495	61.647	42.669	44.219	59.56	60.781	41.183	57.872
wmt18	de-en	JHU.5706	0.317	45.286	46.514	45.286	46.514	49.653	51.387	69.172	70.838	46.669	64.264	44.428	61.565	42.608	44.053	59.478	60.678	41.12	57.791
wmt18	de-en	Ubiqus-NMT.5635	0.315	44.102	45.136	44.102	45.136	49.211	50.8	68.756	70.307	46.237	63.908	44.026	61.331	42.235	43.506	59.35	60.392	40.788	57.747
wmt18	de-en	online-Y.0	0.31	39.477	40.716	39.477	40.716	45.449	47.23	64.755	66.529	42.442	60.142	40.224	57.602	38.459	39.897	55.65	56.797	37.06	54.103
wmt18	de-en	online-A.0	0.268	40.573	42.309	40.573	42.309	46.069	48.573	66.394	68.528	42.817	61.273	40.559	58.583	38.792	40.865	56.557	58.139	37.385	54.95
wmt18	de-en	uedin.5766	0.261	43.899	45.135	43.899	45.135	48.392	50.186	68.248	69.99	45.353	63.362	43.146	60.731	41.346	42.864	58.694	59.926	39.892	57.053
wmt18	de-en	LMU-nmt.5756	0.162	40.9	42.521	40.9	42.521	45.695	47.889	66.152	68.127	42.7	61.297	40.508	58.686	38.762	40.662	56.711	58.206	37.373	55.14
wmt18	de-en	NJUNMT-private.5406	0.149	38.261	39.613	38.261	39.613	43.365	45.142	64.19	66.041	40.414	59.542	38.282	56.998	36.62	38.102	55.069	56.418	35.304	53.552
wmt18	de-en	online-G.0	-0.074	31.852	35.433	31.852	35.433	41.349	47.704	61.205	65.307	38.0	55.959	35.759	53.333	34.081	39.196	51.462	54.601	32.797	50.044
wmt18	de-en	online-F.0	-0.296	21.977	23.344	21.977	23.344	33.706	35.866	53.644	55.951	30.201	48.73	28.149	46.852	26.739	28.429	45.647	47.119	25.741	44.809
wmt18	de-en	RWTH-UNSUPER.5482	-0.752	18.584	19.938	18.584	19.938	21.262	23.168	47.565	50.069	19.41	43.609	18.425	42.532	17.774	19.395	41.873	43.967	17.312	41.394
wmt18	de-en	LMU-unsup.5650	-0.835	17.886	18.76	17.886	18.76	23.638	24.866	47.146	48.935	21.659	43.398	20.483	42.463	19.661	20.675	41.876	43.362	19.064	41.434
wmt18	cs-en	CUNI-Transformer.5560	0.298	33.915	34.749	33.915	34.749	42.143	43.123	60.602	62.107	39.121	56.409	37.156	54.557	35.653	36.36	53.197	54.041	34.466	52.082
wmt18	cs-en	uedin.5561	0.165	31.78	32.747	31.78	32.747	39.396	40.281	58.625	60.208	36.367	54.45	34.49	52.607	33.086	33.804	51.27	52.249	32.0	50.198
wmt18	cs-en	online-B.0	0.115	33.062	33.941	33.062	33.941	40.996	42.047	59.404	60.966	38.023	55.525	36.154	53.793	34.767	35.606	52.506	53.446	33.692	51.476
wmt18	cs-en	online-A.0	-0.023	26.783	27.993	26.783	27.993	33.586	34.991	54.668	56.651	30.802	50.659	29.168	49.148	27.999	29.118	48.068	49.367	27.126	47.217
wmt18	cs-en	online-G.0	-0.183	22.53	24.386	22.53	24.386	34.321	37.281	53.053	55.994	31.223	48.98	29.452	47.499	28.218	30.402	46.461	48.161	27.31	45.654
wmt17	en-lv	tilde-nc-nmt-smt-hybrid.5047	0.196	20.787	21.376	20.787	21.376	24.393	25.145	43.702	45.176	22.147	39.969	20.83	38.382	19.908	20.452	37.302	38.407	19.233	36.501
wmt17	en-lv	online-B.0	0.121	17.913	18.478	17.913	18.478	20.864	21.336	40.376	41.682	18.869	36.768	17.773	35.366	17.022	17.366	34.447	35.429	16.479	33.774
wmt17	en-lv	tilde-c-nmt-smt-hybrid.5049	0.104	20.143	20.791	20.143	20.791	22.97	23.549	42.61	44.036	20.828	38.861	19.604	37.304	18.742	19.164	36.245	37.294	18.113	35.461
wmt17	en-lv	limsi-factored-norm.5041	0.075	16.628	18.079	16.628	18.079	20.461	21.151	39.673	41.427	18.599	36.357	17.531	35.054	16.8	17.353	34.198	35.466	16.271	33.567
wmt17	en-lv	usfd-consensus-qt21.5077	0.058	17.99	19.161	17.99	19.161	21.438	23.002	40.49	43.271	19.377	36.749	18.237	35.276	17.456	18.69	34.319	36.478	16.887	33.617
wmt17	en-lv	QT21-System-Combination.5063	-0.014	18.632	19.216	18.632	19.216	22.475	23.083	41.713	43.151	20.409	38.194	19.216	36.655	18.384	18.843	35.603	36.691	17.778	34.826
wmt17	en-lv	usfd-consensus-kit.5078	-0.027	17.476	18.569	17.476	18.569	20.906	22.395	40.015	42.762	18.896	36.294	17.786	34.871	17.022	18.183	33.947	36.04	16.472	33.273
wmt17	en-lv	KIT.5062	-0.063	18.315	18.902	18.315	18.902	22.037	22.589	41.582	42.996	19.968	37.818	18.781	36.295	17.955	18.343	35.286	36.289	17.355	34.544
wmt17	en-lv	uedin-nmt.5016	-0.072	16.934	18.339	16.934	18.339	20.919	21.561	40.057	41.732	19.054	36.781	17.973	35.45	17.227	17.735	34.562	35.752	16.689	33.911
wmt17	en-lv	tilde-nc-smt.5044	-0.099	21.05	21.659	21.05	21.659	23.297	24.158	42.006	43.543	21.461	38.675	20.368	37.388	19.572	20.228	36.497	37.662	18.966	35.811
wmt17	en-lv	LIUM-FNMT.5043	-0.157	16.193	16.938	16.193	16.938	18.197	18.772	37.968	39.468	16.529	34.681	15.622	33.54	15.003	15.453	32.807	33.961	14.561	32.272
wmt17	en-lv	LIUM-NMT.5042	-0.198	17.007	17.519	17.007	17.519	19.067	19.551	38.821	40.199	17.408	35.743	16.454	34.603	15.798	16.186	33.851	34.91	15.331	33.296
wmt17	en-lv	HY-HNMT.5066	-0.253	16.755	17.35	16.755	17.35	17.802	18.167	37.231	38.507	16.46	34.493	15.649	33.426	15.067	15.378	32.687	33.716	14.641	32.13
wmt17	en-lv	online-A.0	-0.341	10.843	11.534	10.843	11.534	14.941	15.577	33.338	34.993	13.45	30.575	12.706	29.829	12.225	12.686	29.388	30.581	11.899	29.086
wmt17	en-lv	jhu-pbmt.4969	-0.368	14.346	14.915	14.346	14.915	16.726	17.279	36.017	37.47	15.125	32.966	14.285	31.925	13.728	14.147	31.254	32.345	13.339	30.77
wmt17	en-lv	C-3MA.5069	-0.457	13.636	14.143	13.636	14.143	14.645	14.996	33.725	35.0	13.533	31.397	12.912	30.631	12.473	12.79	30.091	31.184	12.154	29.684
wmt17	en-lv	PJATK.4744	-0.947	10.148	10.45	10.148	10.45	11.634	11.985	28.089	29.136	10.863	26.683	10.434	26.3	10.147	10.498	26.067	27.141	9.944	25.902
wmt17	en-cs	uedin-nmt.4956	0.308	22.798	23.368	22.798	23.368	26.315	27.228	45.681	47.312	24.18	42.857	22.815	41.459	21.804	22.535	40.39	41.654	21.045	39.56
wmt17	en-cs	online-B.0	0.24	20.117	20.649	20.117	20.649	23.454	24.298	42.586	44.148	21.498	39.918	20.258	38.66	19.359	20.059	37.721	38.98	18.699	37.009
wmt17	en-cs	limsi-factored-norm.4957	0.111	20.222	21.077	20.222	21.077	23.918	25.132	43.253	45.234	21.919	40.568	20.673	39.326	19.779	20.743	38.399	39.961	19.121	37.693
wmt17	en-cs	LIUM-FNMT.4852	0.102	19.954	20.817	19.954	20.817	23.379	24.491	42.755	44.68	21.402	40.074	20.184	38.828	19.311	20.19	37.91	39.433	18.669	37.213
wmt17	en-cs	LIUM-NMT.4947	0.09	20.205	20.69	20.205	20.69	23.525	24.258	43.03	44.603	21.559	40.39	20.331	39.161	19.448	20.027	38.249	39.488	18.795	37.55
wmt17	en-cs	CU-Chimera.4886	0.05	20.507	21.44	20.507	21.44	23.855	25.129	43.067	45.06	22.018	40.552	20.843	39.412	19.978	21.066	38.543	40.18	19.336	37.873
wmt17	en-cs	online-A.0	0.029	16.552	17.394	16.552	17.394	20.801	22.048	39.685	41.631	18.879	37.206	17.757	36.142	16.983	17.946	35.386	36.874	16.436	34.831
wmt17	en-cs	tuning-task-ufal_8gb.sgm.0	-0.236	15.255	15.973	15.255	15.973	18.273	19.181	37.013	38.789	16.929	35.289	16.094	34.587	15.492	16.297	34.032	35.529	15.06	33.613
wmt17	en-cs	tuning-task-afrl_4gb.sgm.0	-0.315	14.182	14.791	14.182	14.791	16.852	17.55	35.149	36.769	15.68	33.872	14.935	33.284	14.413	15.058	32.796	34.244	14.031	32.411
wmt17	en-cs	PJATK.4761	-0.327	16.18	16.581	16.18	16.581	20.246	20.974	38.533	40.019	18.705	36.791	17.688	36.014	16.955	17.586	35.411	36.667	16.42	34.943
wmt17	en-cs	tuning-task-baseline_8gb.sgm.0	-0.373	13.793	14.443	13.793	14.443	16.293	17.081	34.977	36.663	15.184	33.558	14.473	33.007	13.961	14.671	32.551	34.002	13.593	32.204
wmt17	en-cs	tuning-task-afrl_8gb.sgm.0	-0.376	14.692	15.336	14.692	15.336	17.097	17.869	35.607	37.259	15.902	34.197	15.139	33.593	14.595	15.299	33.08	34.53	14.192	32.672
wmt17	en-cs	tuning-task-ufal_4gb.sgm.0	-0.486	13.064	13.641	13.064	13.641	15.378	15.995	33.957	35.491	14.294	32.502	13.623	31.98	13.153	13.704	31.558	32.903	12.812	31.236
wmt17	en-cs	tuning-task-denisov_4gb.sgm.0	-0.493	12.638	13.164	12.638	13.164	15.622	16.251	33.433	34.933	14.535	32.247	13.849	31.699	13.358	13.929	31.206	32.504	12.994	30.794
wmt17	tr-en	online-B.0	0.294	25.624	26.351	25.624	26.351	36.981	38.382	56.262	58.053	33.745	52.132	31.811	50.462	30.466	31.749	49.355	50.569	29.486	48.534
wmt17	tr-en	online-A.0	0.282	22.179	23.891	22.179	23.891	33.243	36.675	53.38	56.573	30.218	49.501	28.446	48.003	27.226	29.96	47.033	49.281	26.357	46.334
wmt17	tr-en	uedin-nmt.4931	0.05	20.076	20.855	20.076	20.855	27.882	29.325	49.989	52.035	25.658	47.006	24.331	45.917	23.411	24.787	45.186	46.723	22.753	44.65
wmt17	tr-en	online-G.0	-0.029	16.377	18.408	16.377	18.408	30.236	36.36	50.601	55.227	26.64	45.668	25.018	44.485	24.044	28.509	43.876	46.671	23.396	43.465
wmt17	tr-en	afrl-mitll-m2w-nr1.4901	-0.083	17.537	18.48	17.537	18.48	26.14	28.447	47.324	49.962	24.058	44.566	22.836	43.644	22.009	23.989	43.025	44.81	21.426	42.586
wmt17	tr-en	afrl-mitll-syscomb.4902	-0.093	18.052	18.888	18.052	18.888	26.834	28.765	47.944	50.271	24.715	45.289	23.414	44.16	22.525	24.237	43.354	45.023	21.895	42.773
wmt17	tr-en	LIUM-NMT.4888	-0.097	17.91	18.558	17.91	18.558	26.148	27.159	47.39	49.229	24.0	44.846	22.742	43.836	21.883	22.886	43.136	44.537	21.276	42.635
wmt17	tr-en	PROMT-SMT.4737	-0.183	13.521	15.033	13.521	15.033	28.585	33.04	47.72	51.847	25.237	44.01	23.73	43.255	22.823	25.982	42.874	45.342	22.237	42.634
wmt17	tr-en	jhu-pbmt.4972	-0.436	12.645	13.445	12.645	13.445	23.022	24.223	44.155	46.439	20.581	41.569	19.305	40.875	18.496	19.574	40.404	42.104	17.953	40.062
wmt17	tr-en	JAIST.4859	-0.475	12.42	13.13	12.42	13.13	24.84	25.793	44.704	46.934	21.843	41.415	20.508	40.731	19.704	20.543	40.39	41.869	19.181	40.172
wmt17	lv-en	online-B.0	0.266	22.024	22.968	22.024	22.968	29.645	30.931	50.647	52.722	27.064	47.141	25.606	45.742	24.609	25.628	44.76	46.095	23.888	44.015
wmt17	lv-en	tilde-nc-nmt-smt-hybrid.5050	0.245	21.923	22.847	21.923	22.847	29.809	30.903	50.864	52.851	27.261	47.367	25.786	45.94	24.763	25.618	44.935	46.207	24.014	44.167
wmt17	lv-en	uedin-nmt.5017	0.087	18.98	19.882	18.98	19.882	25.495	26.518	47.451	49.502	23.47	44.446	22.351	43.435	21.584	22.357	42.741	44.038	21.03	42.206
wmt17	lv-en	tilde-c-nmt-smt-hybrid.5051	0.083	19.999	20.757	19.999	20.757	24.933	25.702	47.79	49.684	22.843	44.495	21.679	43.237	20.873	21.455	42.361	43.568	20.291	41.702
wmt17	lv-en	online-A.0	-0.039	15.716	17.189	15.716	17.189	25.117	27.795	45.632	48.739	22.652	42.568	21.514	41.909	20.782	22.8	41.499	43.489	20.272	41.18
wmt17	lv-en	jhu-pbmt.4980	-0.137	16.785	17.493	16.785	17.493	23.093	24.039	45.337	47.384	20.896	42.564	19.82	41.648	19.116	19.787	41.007	42.356	18.628	40.522
wmt17	lv-en	C-3MA.5067	-0.187	14.315	15.001	14.315	15.001	18.919	19.599	41.289	43.147	17.587	39.381	16.873	38.77	16.387	17.024	38.341	39.679	16.045	38.027
wmt17	lv-en	Hunter-MT.5092	-0.199	16.229	16.913	16.229	16.913	22.445	23.021	44.865	46.72	20.415	42.19	19.402	41.334	18.749	19.199	40.752	41.944	18.301	40.312
wmt17	lv-en	PJATK.4740	-0.436	12.419	12.922	12.419	12.922	17.879	18.475	38.913	40.631	16.761	38.091	16.187	38.1	15.817	16.385	38.083	39.412	15.561	38.051
wmt17	fi-en	online-B.0	0.407	27.62	28.537	27.62	28.537	34.513	35.914	56.679	58.511	31.623	52.587	29.868	50.765	28.611	29.66	49.474	50.573	27.682	48.484
wmt17	fi-en	online-G.0	0.22	22.481	24.369	22.481	24.369	31.981	35.116	52.695	55.835	28.869	48.827	27.2	47.485	26.075	28.4	46.577	48.358	25.274	45.891
wmt17	fi-en	online-A.0	0.041	21.128	22.352	21.128	22.352	29.221	30.967	51.308	53.652	26.694	47.594	25.227	46.057	24.209	25.534	44.961	46.431	23.463	44.13
wmt17	fi-en	TALP-UPC.4937	-0.095	16.132	16.877	16.132	16.877	19.902	20.695	43.648	45.499	18.447	41.455	17.689	40.835	17.178	17.8	40.387	41.619	16.821	40.046
wmt17	fi-en	Hunter-MT.4925	-0.316	19.956	20.695	19.956	20.695	22.432	22.944	47.43	49.24	20.718	45.06	19.646	43.959	18.9	19.396	43.056	44.306	18.369	42.341
wmt17	fi-en	apertium-unconstrained.4793	-0.559	6.132	6.528	6.132	6.528	21.224	22.838	33.474	35.374	18.495	32.992	17.305	34.014	16.665	17.923	34.885	37.071	16.279	35.577
wmt17	zh-en	SogouKnowing-nmt.5171	0.209	26.383	27.212	26.383	27.212	35.074	36.397	54.155	56.229	32.645	50.902	31.047	49.406	29.848	30.771	48.283	49.457	28.943	47.407
wmt17	zh-en	uedin-nmt.5112	0.208	25.702	26.635	25.702	26.635	33.772	34.94	53.438	55.393	31.44	50.442	29.956	49.166	28.863	29.853	48.201	49.463	28.037	47.438
wmt17	zh-en	xmunmt.5160	0.184	26.004	27.024	26.004	27.024	33.542	34.878	53.768	55.803	31.114	50.509	29.581	49.146	28.475	29.577	48.156	49.409	27.641	47.386
wmt17	zh-en	online-B.0	0.113	33.229	34.1	33.229	34.1	40.759	42.051	57.828	59.645	37.781	54.62	35.945	53.097	34.615	35.575	51.948	53.036	33.618	51.052
wmt17	zh-en	online-A.0	0.109	24.51	25.921	24.51	25.921	32.874	35.012	52.968	55.48	30.211	49.624	28.689	48.398	27.63	29.306	47.537	49.135	26.856	46.881
wmt17	zh-en	NRC.5172	0.079	25.784	26.919	25.784	26.919	32.429	34.428	52.655	55.069	30.317	49.879	28.929	48.539	27.894	29.472	47.484	49.055	27.118	46.668
wmt17	zh-en	jhu-nmt.5151	0.023	20.479	21.326	20.479	21.326	27.367	28.494	48.561	50.573	25.497	46.045	24.389	45.248	23.611	24.627	44.643	45.955	23.047	44.166
